kodOrganizacie,nazovOrganizacie,kodNadurovne,kategoria,2015,2016,2017,2018,2019,2020,2021
508951,Ráztoka,800603,DLH,248.4,,0.0,0.0,0.0,6280.0,53904.0
508993,Sihla,800603,DLH,,,0.0,38880.0,36000.0,33120.0,30240.0
509043,Šumiac,800603,DLH,,,0.0,0.0,0.0,25596.0,25596.0
509051,Telgárt,800603,DLH,,,0.0,0.0,0.0,31516.0,31516.0
509086,Valaská,800603,DLH,,,0.0,0.0,0.0,0.0,0.0
509094,Vaľkovňa,800603,DLH,,,0.0,0.0,0.0,0.0,0.0
509124,Závadka nad Hronom,800603,DLH,75869.3,37969.44,410.91,201665.0,157661.0,155238.0,111234.0
557251,Bystrá,800603,DLH,28952.03,24131.58,17199.81,15650.03,11216.03,6782.03,2348.03
511510,Látky,800604,DLH,,,0.0,0.0,0.0,12516.0,12516.0
511731,Podkriváň,800604,DLH,,,0.0,0.0,60000.0,70497.0,70497.0
518263,Detva,800604,DLH,1879184.96,1074943.44,826283.08,648317.58,728016.59,1518826.09,1278178.09
518271,Detvianska Huta,800604,DLH,394559.69,121332.48,92328.48,85148.19,59527.01,68311.78,48126.76
518379,Dúbravy,800604,DLH,,,68613.18,54995.0,155233.52,193102.0,291307.0
518450,Horný Tisovník,800604,DLH,,,0.0,0.0,0.0,2389.0,2389.0
518468,Hriňová,800604,DLH,332170.99,437284.78,379361.45,321701.25,437655.25,670579.35,691313.25
518492,Klokoč,800604,DLH,,,0.0,0.0,0.0,10449.0,78337.0
518549,Kriváň,800604,DLH,,,0.0,0.0,0.0,39552.0,39552.0
518794,Slatinské Lazy,800604,DLH,,,0.0,0.0,0.0,39473.7,0.0
518816,Stará Huta,800604,DLH,,,0.0,0.0,14997.72,75208.72,17486.72
518824,Stožok,800604,DLH,,,667024.96,162100.9,205352.0,208366.0,183718.0
518921,Vígľaš,800604,DLH,,,0.0,302106.27,261429.0,261697.0,230941.0
518930,Vígľašská Huta-Kalinka,800604,DLH,,,0.0,0.0,0.0,8593.0,8593.0
580520,Korytárky,800604,DLH,,48963.76,35148.88,21334.0,13095.12,22242.24,16290.0
518212,Bzovík,800605,DLH,,,0.0,0.0,137018.91,313754.3,146558.53
518239,Cerovo,800605,DLH,30611.01,18682.73,16135.13,64549.93,36852.33,20361.33,34928.0
518247,Čabradský Vrbovok,800605,DLH,,,0.0,0.0,0.0,6094.0,6094.0
518255,Čekovce,800605,DLH,1311.03,3660.0,1742.81,35691.0,27351.0,19011.0,12903.0
518280,Devičie,800605,DLH,,,0.0,0.0,0.0,3813.0,3813.0
518301,Dolné Mladonice,800605,DLH,,4330.0,2326.0,322.0,0.0,94576.88,91576.88
518310,Dolný Badín,800605,DLH,,,0.0,0.0,0.0,3928.0,3928.0
518336,Domaníky,800605,DLH,,,0.0,0.0,3823.95,8290.95,31116.95
518344,Drážovce,800605,DLH,,,0.0,0.0,0.0,1600.0,1600.0
518352,Drienovo,800605,DLH,,,0.0,0.0,0.0,0.0,0.0
518387,Dudince,800605,DLH,,106822.62,108445.95,782522.0,730353.2,737562.8,685394.0
518409,Hontianske Moravce,800605,DLH,414499.65,267258.84,268193.01,299769.79,290038.47,299671.07,290480.79
518417,Hontianske Nemce,800605,DLH,,,0.0,68204.14,62312.14,84420.14,78037.14
518425,Hontianske Tesáre,800605,DLH,,,0.0,0.0,0.0,16897.0,16897.0
518433,Horné Mladonice,800605,DLH,,,0.0,16179.11,11175.11,8447.11,3443.11
518441,Horný Badín,800605,DLH,,,0.0,0.0,0.0,0.0,0.0
518484,Jalšovík,800605,DLH,,,0.0,100000.0,0.0,2428.0,2428.0
518514,Kozí Vrbovok,800605,DLH,,,0.0,80424.25,0.0,1986.0,1986.0
518531,Kráľovce-Krnišov,800605,DLH,,,0.0,0.0,0.0,1926.0,1926.0
518557,Krupina,800605,DLH,381873.55,929651.21,784079.64,723703.64,624327.64,901149.54,771921.54
518565,Lackov,800605,DLH,,,0.0,0.0,0.0,21778.0,18658.0
518573,Ladzany,800605,DLH,,,0.0,0.0,0.0,3300.0,3300.0
518603,Lišov,800605,DLH,,,0.0,0.0,0.0,0.0,0.0
518611,Litava,800605,DLH,,,0.0,0.0,0.0,0.0,0.0
518646,Medovarce,800605,DLH,,,0.0,0.0,7600.0,22351.01,19269.0
518701,Rykynčice,800605,DLH,,,0.0,0.0,19943.9,27034.3,33380.66
518735,Sebechleby,800605,DLH,41269.87,32457.87,22457.87,12457.87,18457.87,35000.0,29000.0
518743,Selce,800605,DLH,,,0.0,0.0,0.0,1217.0,1217.0
518751,Senohrad,800605,DLH,26078.8,12550.0,3750.0,0.0,0.0,19376.0,19376.0
518832,Sudince,800605,DLH,,,0.0,0.0,0.0,0.0,0.0
518841,Súdovce,800605,DLH,,,0.0,0.0,0.0,88416.08,0.0
518867,Terany,800605,DLH,,,0.0,0.0,0.0,10800.0,10800.0
518883,Trpín,800605,DLH,5461.18,,0.0,0.0,0.0,0.0,131428.8
518905,Uňatín,800605,DLH,,,0.0,0.0,0.0,2251.0,2251.0
518956,Zemiansky Vrbovok,800605,DLH,,,0.0,0.0,0.0,1197.0,1197.0
518999,Žibritov,800605,DLH,,,0.0,0.0,0.0,887.0,887.0
511218,Lučenec,800606,DLH,8009501.31,3149820.41,2959486.56,3826753.93,3679121.98,4114259.46,3975439.26
511226,Ábelová,800606,DLH,10370.5,,0.0,0.0,0.0,0.0,0.0
511234,Belina,800606,DLH,,,0.0,0.0,0.0,12474.0,12474.0
511251,Boľkovce,800606,DLH,15971.33,594.64,0.0,0.0,0.0,10000.0,10000.0
511277,Budiná,800606,DLH,,,0.0,0.0,0.0,2887.23,487.23
511293,Buzitka,800606,DLH,9413.06,7056.98,4700.9,2344.82,0.0,9936.0,9936.0
511323,Čakanovce,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511331,Čamovce,800606,DLH,,,0.0,0.0,0.0,12037.0,12037.0
511358,Divín,800606,DLH,300000.06,243229.86,338864.75,268894.55,198924.35,185605.2,142480.09
511366,Dobroč,800606,DLH,,10375.0,6625.0,2875.0,0.0,0.0,0.0
511374,Kotmanová,800606,DLH,4381.28,4381.28,4381.28,2381.28,2381.28,6145.28,6145.28
511391,Fiľakovo,800606,DLH,892927.05,187890.95,142539.81,1437691.64,1409223.81,1584027.4,1403831.01
511404,Fiľakovské Kováče,800606,DLH,,,0.0,49819.69,0.0,15547.0,15547.0
511421,Halič,800606,DLH,21672.66,11908.0,8656.0,5404.0,2152.0,34478.0,175182.0
511439,Holiša,800606,DLH,36600.0,18000.0,12000.0,50106.36,1050.0,12585.0,43771.47
511463,Jelšovec,800606,DLH,,,0.0,0.0,0.0,4116.0,46753.43
511480,Kalonda,800606,DLH,39231.85,1306.52,0.0,0.0,4722.22,8430.86,2542.0
511528,Lehôtka,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511536,Lentvora,800606,DLH,,,0.0,0.0,0.0,1321.0,1321.0
511544,Lipovany,800606,DLH,554.93,,0.0,0.0,0.0,0.0,0.0
511552,Lovinobaňa,800606,DLH,29145.58,13245.58,0.0,0.0,0.0,39093.0,39093.0
511561,Ľuboreč,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511579,Lupoč,800606,DLH,,,0.0,0.0,0.0,2830.0,2830.0
511609,Mašková,800606,DLH,2595.19,939.19,0.0,0.0,0.0,3893.0,3893.0
511625,Mučín,800606,DLH,,,0.0,0.0,146172.9,14718.0,14718.0
511641,Mýtna,800606,DLH,182451.75,182451.75,170451.75,165051.75,189610.66,167274.66,159540.31
511668,Nitra nad Ipľom,800606,DLH,84699.97,89612.38,74540.3,58609.26,43165.26,140280.15,142314.79
511676,Nové Hony,800606,DLH,,,0.0,0.0,0.0,2186.0,2186.0
511692,Panické Dravce,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511706,Píla,800606,DLH,,,0.0,1111.87,0.0,3300.0,128027.28
511714,Pinciná,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511722,Pleš,800606,DLH,,,0.0,0.0,0.0,2248.0,2248.0
511749,Podrečany,800606,DLH,28499.0,23499.0,18499.0,13499.0,8499.0,13366.0,9867.0
511757,Polichno,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511773,Praha,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511781,Prša,800606,DLH,3869.07,3869.07,3869.07,3869.07,3869.07,49959.81,0.0
511790,Radzovce,800606,DLH,189422.53,167937.46,146186.87,155183.93,117514.43,145365.43,203416.03
511803,Rapovce,800606,DLH,25758.13,18222.77,10652.35,3077.16,0.0,122652.0,111948.0
511811,Ratka,800606,DLH,19049.22,425000.0,27000.0,24035.16,31211.52,29910.0,33910.0
511838,Ružiná,800606,DLH,28998.33,18998.33,8998.33,0.0,0.0,98900.0,98900.0
511846,Stará Halič,800606,DLH,,,48707.0,281132.84,105121.61,104661.61,92469.61
511854,Šávoľ,800606,DLH,7788.01,5708.77,3669.81,1550.29,0.0,10277.0,10277.0
511862,Šiatorská Bukovinka,800606,DLH,6005.36,,0.0,0.0,0.0,3764.0,3764.0
511871,Šíd,800606,DLH,143614.77,121333.77,162212.77,133511.77,154444.33,152363.0,308732.64
511897,Šurice,800606,DLH,6941.16,2599.44,0.0,0.0,0.0,6272.0,6272.0
511901,Točnica,800606,DLH,,398998.41,1.72,0.0,0.0,77849.33,5296.0
511919,Tomášovce,800606,DLH,164696.58,134580.35,99000.0,101677.31,120425.08,189266.98,180806.98
511927,Trebeľovce,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
511943,Tuhár,800606,DLH,74750.0,2600.0,0.0,5400.0,1800.0,4663.0,56963.0
511994,Veľká nad Ipľom,800606,DLH,61656.29,59016.29,216014.29,246246.09,93006.29,168153.0,93517.72
512010,Veľké Dravce,800606,DLH,,199760.37,1.0,88935.06,0.0,58128.4,14283.0
557307,Vidiná,800606,DLH,,,0.0,0.0,0.0,27777.0,27777.0
557315,Biskupice,800606,DLH,159753.01,3277.88,1121.19,0.0,0.0,37735.86,46193.07
557331,Gregorova Vieska,800606,DLH,,,0.0,0.0,0.0,0.0,0.0
557340,Trenč,800606,DLH,,,0.0,0.0,29162.69,25754.5,12411.4
558273,Bulhary,800606,DLH,7580.55,,0.0,4132.29,3210.11,6782.29,8033.22
580309,Mikušovce,800606,DLH,,,0.0,100000.0,15000.0,18502.0,
511269,Breznička,800607,DLH,,48740.0,43700.0,136904.0,130403.0,124882.0,106281.0
511315,Cinobaňa,800607,DLH,-274977.86,,0.0,0.0,3.38,44469.0,44469.0
511340,České Brezovo,800607,DLH,15699.73,15699.73,15699.73,15699.73,15699.73,15699.73,15699.73
511447,Hradište,800607,DLH,,,0.0,0.0,0.0,3140.0,53140.0
511471,Kalinovo,800607,DLH,,,0.0,0.0,0.0,40034.0,40034.0
511498,Kokava nad Rimavicou,800607,DLH,8554.09,6602.29,4650.49,2698.69,746.89,50750.0,50750.0
511501,Krná,800607,DLH,,,0.0,0.0,0.0,669.0,669.0
511595,Málinec,800607,DLH,4280.25,,0.0,0.76,0.0,30089.0,30089.0
511617,Mládzovo,800607,DLH,,,0.0,34380.0,0.0,0.0,0.0
511684,Ozdín,800607,DLH,,,0.0,0.0,17117.62,44787.54,50445.54
511765,Poltár,800607,DLH,203221.68,159263.24,98292.8,56667.01,16667.05,172447.4,1144923.0
511820,Rovňany,800607,DLH,,,0.0,0.0,0.0,3174.0,3174.0
511889,Šoltýska,800607,DLH,21970.0,21970.0,20870.0,19670.0,18470.0,18818.0,20958.0
511978,Uhorské,800607,DLH,61784.3,58464.3,55144.3,53144.3,51144.3,58530.3,56030.3
512001,Veľká Ves,800607,DLH,,,0.0,0.0,0.0,5503.0,5503.0
514900,Hrnčiarska Ves,800607,DLH,,,0.0,0.0,0.0,0.0,3.04
514918,Hrnčiarske Zalužany,800607,DLH,,,0.0,99183.01,0.0,17000.0,17000.0
515515,Selce,800607,DLH,14236.22,19996.22,15596.22,7596.22,5596.22,30000.0,29018.25
515591,Sušany,800607,DLH,,,0.0,0.0,0.0,0.0,0.0
557323,Ďubákovo,800607,DLH,,,0.0,0.0,0.0,1202.0,1202.0
580317,Utekáč,800607,DLH,316428.64,178284.52,160140.4,141996.28,123852.16,123003.04,232691.92
582051,Zlatno,800607,DLH,5020.0,3820.0,2620.0,1420.0,220.0,0.0,0.0
514675,Držkovce,800608,DLH,,,0.0,50015.82,100001.31,112174.96,174155.07
514721,Gemer,800608,DLH,,,19.66,0.0,0.0,18011.0,18011.0
514756,Gemerská Ves,800608,DLH,310616.29,294295.74,276585.0,259581.0,242577.0,251102.0,234098.0
514896,Hrlica,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
514977,Chvalová,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515159,Levkuška,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515256,Otročok,800608,DLH,,,0.0,16000.0,18340.0,17769.0,14217.0
515302,Ploské,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515311,Polina,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515361,Rašice,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515370,Ratková,800608,DLH,,,0.0,0.0,0.0,14925.0,14925.0
515400,Ratkovské Bystré,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515507,Rybník,800608,DLH,,,0.0,0.0,0.0,2000.0,2000.0
515523,Skerešovo,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515574,Leváre,800608,DLH,,,0.0,0.0,0.0,6701.8,9406.98
515612,Tornaľa,800608,DLH,3074849.06,2228178.41,2083146.41,1938114.41,1793082.41,1808050.41,1663018.41
515761,Višňové,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
515833,Žiar,800608,DLH,,,0.0,0.0,0.0,1686.0,1686.0
525677,Gemerské Teplice,800608,DLH,,,0.0,0.0,0.0,4599.0,29349.0
525685,Gemerský Sad,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
525766,Hucín,800608,DLH,,,0.0,0.0,0.0,16800.0,16800.0
525774,Chyžné,800608,DLH,,,0.0,0.0,0.0,5425.0,5425.0
525791,Jelšava,800608,DLH,629987.43,319328.53,277499.74,230481.46,283463.18,326701.15,467494.15
525812,Kameňany,800608,DLH,0.0,79346.55,67106.55,54866.55,42626.55,46449.55,267423.0
525901,Licince,800608,DLH,,,0.0,0.0,0.0,13102.0,13102.0
525928,Lubeník,800608,DLH,,,0.0,0.0,0.0,28916.0,28916.0
525944,Magnezitovce,800608,DLH,,,0.0,0.0,0.0,8122.0,8122.0
525987,Muráň,800608,DLH,344631.9,121263.5,61819.5,43699.5,25579.5,31780.78,24320.14
525995,Muránska Dlhá Lúka,800608,DLH,15622.0,,0.0,0.0,0.0,0.0,0.0
526002,Muránska Huta,800608,DLH,,,0.0,0.0,0.0,2753.0,2753.0
526011,Muránska Lehota,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526029,Muránska Zdychava,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526037,Nandraž,800608,DLH,7302.66,7302.66,7302.66,7302.66,7302.66,7302.66,7302.66
526100,Prihradzany,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526118,Rákoš,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526142,Revúca,800608,DLH,1599781.78,1890876.87,1770388.31,1606078.78,1441774.78,1539470.78,2049972.31
526151,Revúcka Lehota,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526258,Sirk,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
526304,Šivetice,800608,DLH,,,0.0,0.0,0.0,7851.0,7851.0
526321,Turčok,800608,DLH,2950.0,,0.0,0.0,0.0,0.0,0.0
557820,Sása,800608,DLH,,,-0.01,-0.01,-0.01,0.0,0.0
580384,Mokrá Lúka,800608,DLH,,,0.0,0.0,0.0,0.0,0.0
514462,Rimavská Sobota,800609,DLH,3537727.22,4335278.3,4008711.52,4276100.73,3707265.34,3966290.32,3342552.04
514489,Babinec,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514501,Barca,800609,DLH,,,0.0,0.0,0.0,8415.0,9950.84
514519,Bátka,800609,DLH,39553.17,26785.17,14017.17,22277.93,17140.7,55448.7,38531.39
514535,Belín,800609,DLH,,,0.0,25000.0,21148.0,17296.0,15819.0
514543,Blhovce,800609,DLH,47175.34,38770.66,30365.98,21961.3,13556.62,5151.94,0.0
514551,Bottovo,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514586,Budikovany,800609,DLH,7000.0,7000.0,7000.0,7000.0,7000.0,0.0,0.0
514594,Cakov,800609,DLH,,,0.0,0.0,0.0,42850.81,102149.25
514608,Čerenčany,800609,DLH,14834.96,11249.96,7664.96,4079.96,35496.96,32045.0,50849.0
514616,Čierny Potok,800609,DLH,,,0.0,0.0,0.0,1742.0,1742.0
514624,Číž,800609,DLH,47310.0,,0.0,0.0,0.0,12507.0,12507.0
514632,Dolné Zahorany,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514641,Dražice,800609,DLH,18878.55,,0.0,0.0,0.0,3447.0,3447.0
514659,Drienčany,800609,DLH,12490.0,11170.0,9850.0,8530.0,7210.0,8828.0,7508.0
514667,Drňa,800609,DLH,3615.15,2730.03,1844.91,10799.79,9762.3,9087.63,10000.0
514683,Dubno,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514691,Dubovec,800609,DLH,198373.89,5930.16,0.0,73522.9,0.0,0.0,0.0
514713,Figa,800609,DLH,39733.37,,0.0,0.0,4819.66,12426.66,12043.01
514730,Gemerček,800609,DLH,,,0.0,0.0,,83523.01,80713.98
514764,Gemerské Dechtáre,800609,DLH,76821.0,62644.15,56644.08,56210.67,50205.67,44205.67,44503.67
514781,Gemerský Jablonec,800609,DLH,23226.89,16911.67,13709.39,10498.39,7291.75,74354.16,53784.89
514799,Gortva,800609,DLH,28000.0,52000.0,71000.0,95333.96,107218.0,259786.65,247827.8
514811,Hajnáčka,800609,DLH,126003.4,,21.8,0.0,0.0,19233.0,19233.0
514829,Hnúšťa,800609,DLH,0.0,0.0,0.0,7617.47,9585.97,163224.44,172817.23
514837,Hodejov,800609,DLH,221149.03,205713.25,191450.86,176527.69,161052.51,178182.67,161236.69
514845,Hodejovec,800609,DLH,7136.0,7136.0,7136.0,10136.0,8136.0,6136.0,6136.0
514853,Horné Zahorany,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514861,Hostice,800609,DLH,37621.73,20531.57,5655.9,635.1,0.0,20950.0,125448.0
514870,Hostišovce,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514888,Hrachovo,800609,DLH,120205.88,,0.0,0.0,0.0,20607.0,20607.0
514926,Hrušovo,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
514934,Hubovo,800609,DLH,,11958.53,10758.53,12558.53,10358.53,10838.53,9138.53
514942,Husiná,800609,DLH,,57434.32,95492.04,187998.04,102803.21,182337.04,103953.21
514951,Chanava,800609,DLH,38259.55,,0.0,70002.91,74595.11,78767.76,70259.39
514969,Chrámec,800609,DLH,5046.04,2646.04,10246.04,20000.0,20000.0,28661.0,28661.0
514985,Ivanice,800609,DLH,,,0.0,0.0,0.0,6544.0,25544.0
514993,Janice,800609,DLH,,16432.0,16432.0,0.0,9000.0,22951.3,22951.3
515001,Jesenské,800609,DLH,358436.13,300340.13,235244.13,262148.13,194052.13,208548.13,160452.13
515019,Jestice,800609,DLH,12400.0,12038.0,10293.34,9179.5,8065.66,8865.82,7751.98
515027,Kaloša,800609,DLH,55841.03,55841.03,20841.03,20841.03,20841.03,36448.03,36448.03
515035,Kesovce,800609,DLH,2738.0,2419.0,12340.6,20251.6,18403.6,19660.6,37812.6
515043,Klenovec,800609,DLH,50593.39,41955.15,21375.0,7251.0,0.0,55802.0,55802.0
515051,Kociha,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515060,Konrádovce,800609,DLH,10800.0,8800.0,6800.0,4200.0,5600.0,8087.0,5687.0
515078,Kráľ,800609,DLH,10101.13,7101.13,4101.13,36146.13,32465.0,29885.0,27305.0
515086,Kraskovo,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515094,Krokava,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515108,Kružno,800609,DLH,,,0.0,0.0,0.0,6307.0,6307.0
515116,Kyjatice,800609,DLH,,,0.0,0.0,0.0,1001.0,1001.0
515124,Lehota nad Rimavicou,800609,DLH,,,0.0,0.0,0.0,63550.0,3550.0
515132,Lenartovce,800609,DLH,31601.58,,0.0,0.0,0.0,12137.0,12137.0
515141,Lenka,800609,DLH,9993.38,8993.38,7793.38,40561.18,5793.38,7074.38,5874.38
515167,Lipovec,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515175,Lukovištia,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515183,Martinová,800609,DLH,14696.42,12932.91,10973.43,9092.55,7211.67,7905.79,6079.79
515205,Neporadza,800609,DLH,9065.33,1774.19,9274.19,109961.06,27589.48,30638.48,33578.48
515230,Nová Bašta,800609,DLH,,,0.0,0.0,0.0,8171.0,8171.0
515248,Orávka,800609,DLH,,,0.0,0.0,0.0,132098.26,2212.0
515264,Ožďany,800609,DLH,0.84,1332.16,680.51,0.0,0.0,33813.0,33813.0
515272,Padarovce,800609,DLH,8098.15,,0.0,0.0,0.0,0.0,0.0
515281,Pavlovce,800609,DLH,23485.25,21072.14,21072.14,13171.98,11872.85,16209.99,15701.0
515299,Petrovce,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515337,Poproč,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515345,Potok,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515353,Radnovce,800609,DLH,21542.0,35882.0,33782.0,46942.0,159335.0,154874.0,138866.0
515388,Ratkovská Lehota,800609,DLH,,,0.0,6260.0,6260.0,6885.0,6885.0
515396,Ratkovská Suchá,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515426,Rimavská Baňa,800609,DLH,36804.97,29756.04,24426.96,19097.88,57504.63,56928.23,42761.44
515442,Rimavská Seč,800609,DLH,357494.53,349988.05,508038.53,473274.53,540885.53,549269.53,512435.25
515451,Rimavské Brezovo,800609,DLH,,,0.0,0.0,0.0,9775.0,9775.0
515469,Rimavské Janovce,800609,DLH,96248.77,161414.97,141225.97,122865.97,108486.04,106285.04,82885.04
515485,Rovné,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515493,Rumince,800609,DLH,,,0.0,66627.13,37000.0,39381.0,36381.0
515531,Slizké,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515540,Stará Bašta,800609,DLH,6244.4,,0.0,99232.0,0.0,4227.0,4227.0
515566,Stránska,800609,DLH,8924.72,5324.72,0.0,0.0,0.0,4389.0,4389.0
515582,Studená,800609,DLH,,,0.0,0.0,0.0,3294.0,3294.0
515604,Sútor,800609,DLH,109268.2,94018.03,116385.82,112397.66,132284.59,114536.81,99132.03
515621,Šimonovce,800609,DLH,14050.56,10810.56,7570.56,68323.44,1090.56,10924.0,30874.0
515639,Širkovce,800609,DLH,319710.31,16493.8,0.09,91173.42,0.0,17276.0,126964.12
515647,Španie Pole,800609,DLH,7500.0,,0.0,7000.0,7000.0,1079.0,1079.0
515655,Štrkovec,800609,DLH,31655.02,29007.0,21147.0,2287.0,342.0,9785.0,9785.0
515663,Tachty,800609,DLH,101955.56,0.0,0.0,0.0,47814.38,52339.76,47085.44
515671,Teplý Vrch,800609,DLH,21059.07,14609.84,9461.76,4321.08,372.4,10230.0,10230.0
515680,Tisovec,800609,DLH,580768.0,530768.0,530768.0,500768.0,448243.17,407923.17,367603.17
515698,Tomášovce,800609,DLH,,,0.0,0.0,10000.0,12326.0,12326.0
515701,Uzovská Panica,800609,DLH,,,0.0,0.0,0.0,15393.0,15393.0
515710,Včelince,800609,DLH,,,0.0,0.0,0.0,13794.0,13794.0
515728,Večelkov,800609,DLH,,,0.0,0.0,0.0,3109.0,3109.0
515736,Veľké Teriakovce,800609,DLH,,,0.0,0.0,0.0,14241.0,14241.0
515744,Veľký Blh,800609,DLH,,24150.4,19062.4,39824.35,31400.35,44115.35,35691.35
515752,Vieska nad Blhom,800609,DLH,,11000.0,11000.0,16933.4,15277.4,15625.4,13142.0
515779,Vlkyňa,800609,DLH,,,0.0,0.0,0.0,8259.0,8259.0
515795,Valice,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
515809,Vyšný Skálnik,800609,DLH,,,0.0,0.0,101922.88,19781.0,19781.0
515817,Zádor,800609,DLH,,,0.0,12917.0,14917.0,16766.0,12766.0
515841,Žíp,800609,DLH,,,0.0,0.0,0.0,3304.0,3304.0
557757,Abovce,800609,DLH,104209.3,89078.43,73537.89,57687.16,41407.87,36482.67,19200.38
557765,Riečka,800609,DLH,15414.0,17342.5,15414.0,15414.0,21914.0,24703.0,24703.0
557790,Nižný Skálnik,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
557811,Rimavské Zalužany,800609,DLH,48185.39,37516.39,19987.39,2987.39,1237.39,7500.0,7500.0
557854,Rakytník,800609,DLH,15580.95,15580.95,15580.95,15580.95,15180.95,15580.95,15580.95
557889,Gemerské Michalovce,800609,DLH,,,0.0,0.0,0.0,2013.0,2013.0
557901,Vyšné Valice,800609,DLH,24900.87,21162.85,18292.75,15938.03,16613.35,19975.33,35449.66
557919,Dulovo,800609,DLH,,,0.0,0.0,0.0,0.0,0.0
557927,Zacharovce,800609,DLH,,,3500.0,0.0,0.0,0.0,0.0
515850,Veľký Krtíš,800610,DLH,2927685.65,3270257.65,3044150.57,2821094.79,2536936.67,2535440.79,4043968.19
515868,Balog nad Ipľom,800610,DLH,30276.07,26916.83,23557.59,217237.28,108802.04,126209.8,117774.56
515876,Bátorová,800610,DLH,101134.41,33773.18,29669.9,25530.0,23490.0,28783.0,26743.0
515884,Brusník,800610,DLH,,,0.0,0.0,0.0,1494.0,1494.0
515892,Bušince,800610,DLH,45058.66,38544.16,32026.66,54512.92,68858.99,89115.51,147432.45
515906,Čebovce,800610,DLH,0.0,0.0,0.0,0.0,0.0,0.0,303666.31
515914,Čeláre,800610,DLH,50575.55,50575.55,50575.55,65409.55,64413.55,66574.06,105244.58
515922,Čelovce,800610,DLH,,,0.0,0.0,0.0,54283.14,23541.14
515931,Červeňany,800610,DLH,,,0.0,0.0,0.0,0.0,0.0
515949,Dačov Lom,800610,DLH,,,0.0,0.0,0.0,0.0,0.0
515957,Dolinka,800610,DLH,91262.99,92448.5,90208.5,89411.0,87087.0,146941.02,143455.02
515965,Dolná Strehová,800610,DLH,378756.71,54380.8,54380.8,134047.37,99047.37,99783.37,94736.0
515973,Dolné Plachtince,800610,DLH,238440.67,75746.48,60074.48,44402.48,28692.06,25199.0,83759.0
515981,Dolné Strháre,800610,DLH,,,0.0,0.0,0.0,2424.0,2424.0
515990,Ďurkovce,800610,DLH,-22500.0,0.0,0.0,0.0,0.0,1730.0,1730.0
516007,Glabušovce,800610,DLH,,,0.0,0.0,0.0,1466.0,1466.0
516015,Horná Strehová,800610,DLH,,32451.0,30255.0,28059.0,25863.0,28982.0,26786.0
516023,Horné Plachtince,800610,DLH,,10676.4,9615.0,8283.0,6992.12,82943.12,4328.12
516031,Horné Strháre,800610,DLH,8654.0,8110.0,7526.0,6962.0,6398.0,9080.0,8516.0
516040,Hrušov,800610,DLH,145934.93,222561.86,222561.86,202500.0,168715.68,168715.68,168715.69
516058,Chrastince,800610,DLH,4037.0,5329.5,7897.5,13599.0,7021.0,45898.34,29198.8
516066,Chrťany,800610,DLH,10863.59,10066.91,9270.23,21471.13,18670.45,17645.77,14845.09
516074,Ipeľské Predmostie,800610,DLH,13750.0,2237.5,82557.6,17292.0,13452.0,20228.0,16388.0
